		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 94.671875	M = 48480	N = 8	m = 9	n = 387840
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000011011   83   88   83   77   84   81   91   84 11.551384 0.172370 SUCCESS  13
000011101  103  117  116  100   98  109  118  100 20.101274 0.009960 FAILURE  14
000011111  299  312  304  327  281  306  284  340 3956.420495 0.000000 FAILURE  15
000100011  110  129   94   87   80   93  123   89 27.586780 0.000560 FAILURE  16
000100101   47   38   26   26   34   24   43   37 323.207595 0.000000 FAILURE  17
000100111  103  107   80   73   83  119   77  100 21.574957 0.005767 FAILURE  18
000101001   28   30   21   21   16   37   33   24 412.873565 0.000000 FAILURE  19
000101011   46   25   34   21   32   37   41   39 322.967273 0.000000 FAILURE  20
000101101   28   39   28   28   29   22   30   40 362.671382 0.000000 FAILURE  21
000101111   90   90  104   85   84   81   93  105  6.930976 0.544098 SUCCESS  22
000110011  109  103   85   84  103   93   96   97  6.132859 0.632353 SUCCESS  23
000110101   38   31   36   26   22   27   28   27 374.786855 0.000000 FAILURE  24
000110111   91   88   99   94   91   92   90  100  1.616908 0.990592 SUCCESS  25
000111001   73   77   75   65   66   64   92   74 46.389642 0.000000 FAILURE  26
000111011  128  123  126  116  110  110  103  102 43.067453 0.000001 FAILURE  27
000111101   94  111  110  119  122  111   92  114 27.178505 0.000659 FAILURE  28
000111111  370  346  408  376  370  347  312  358 6252.101029 0.000000 FAILURE  29
001000011   85  126  113   92   76   90  117  103 25.741006 0.001163 FAILURE  30
001000101   30   23   35   26   26   33   47   38 345.184492 0.000000 FAILURE  31
001000111  122  115   99   85   97   98  121   95 21.652107 0.005603 FAILURE  32
001001011   43   31   35   29   35   19   34   39 334.977263 0.000000 FAILURE  33
