		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 94.671875	M = 48480	N = 8	m = 9	n = 387840
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111000110   81  102   93   99   93  116   99  115 12.581973 0.127065 SUCCESS 121
111001000   99   91  102   85   92   97   85   90  3.357882 0.909935 SUCCESS 122
111001010   96   91  100   97   86   87   90   99  2.443359 0.964320 SUCCESS 123
111001100  104   99   92  105   94   86   84   62 16.129464 0.040564 SUCCESS 124
111010000   95   86   92   99   87  100   97   95  2.118719 0.977154 SUCCESS 125
111010010   79   77  100  115   89   96   86  107 13.770956 0.087934 SUCCESS 126
111010100  104  111   82   95   84   89   84  114 12.538619 0.128741 SUCCESS 127
111010110   93  120  120   97  100   92  105  102 16.245187 0.039002 SUCCESS 128
111011000   95   95   85   92  104   92   95  104  3.082399 0.929081 SUCCESS 129
111011010  109  104  103   98   80  104   85   95  8.396808 0.395699 SUCCESS 130
111011100  116   97   92   92  103  110   99   88  9.199363 0.325758 SUCCESS 131
111100000   99   92   98   93   96  104   98   81  3.566799 0.893944 SUCCESS 132
111100010  102   95  102  124  106   80   90  101 14.999537 0.059154 SUCCESS 133
111100100   98   93   96   80   91   90   90  102  3.733045 0.880370 SUCCESS 134
111100110   91   98   98   97  103  108   89   73  8.628596 0.374589 SUCCESS 135
111101000   95   78   95  104   87  115   95  102  9.733944 0.284198 SUCCESS 136
111101010   98  108   79   89   98   99  100  111  8.643958 0.373215 SUCCESS 137
111101100   85  105   82   92  105   85   98   98  6.448282 0.597150 SUCCESS 138
111101110   99   95   93  100  115  111  105  108 11.078591 0.197286 SUCCESS 139
111110000  105  101   95   76   97   98   91   97  5.799001 0.669735 SUCCESS 140
111110010  110   98   92   85  102   80  102   88  7.798391 0.453408 SUCCESS 141
111110100   88   78   95  108   93   99  105  100  7.174712 0.517905 SUCCESS 142
111110110  101  112   89   98  111   97   91   96  7.327986 0.501694 SUCCESS 143
111111000   99  102   95   91   97  112  103  113  8.706087 0.367694 SUCCESS 144
111111010   95   92   91   98   96   90  111  104  4.468009 0.812625 SUCCESS 145
111111100   98   96   91   90  100   98   95   83  2.446431 0.964182 SUCCESS 146
111111110   95  105   79  103   98  108   99   78  9.909407 0.271442 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 94.671875	M = 48480	N = 8	m = 9	n = 387840
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  109   83  105   83  106   93  107   67 17.841421 0.022447 SUCCESS   0
000000011   89   79  101  102  102   79   99   84  8.776750 0.361478 SUCCESS   1
000000101  103   88  103   81   86   98   98   99  5.311528 0.723819 SUCCESS   2
000000111   76   84  105   82   94   97   94   92  8.118935 0.421939 SUCCESS   3
000001001   94   90  106   95   95   93   75   76  9.713803 0.285690 SUCCESS   4
000001011  107   94   96   94   82  103  105   95  5.367513 0.717670 SUCCESS   5
000001101  101   88   94  103   96   87  115   76 10.670998 0.221047 SUCCESS   6
000001111   86  102  109   92   84  101  101   98  5.968661 0.650742 SUCCESS   7
000010001   93   84   96  107   97   96   97   91  3.239087 0.918470 SUCCESS   8
000010011   98  101   97  100  100   91   83   92  2.951314 0.937376 SUCCESS   9
000010101  106   89   95  102   82  112  100  103  8.442892 0.391444 SUCCESS  10
000010111  104   99  102   72  113  109  109   98 15.632433 0.047954 SUCCESS  11
000011001   91   88   91   94  108   85   96   79  6.450330 0.596922 SUCCESS  12
000011011   95   85  103   97   94   93  109   89  4.469375 0.812489 SUCCESS  13
000011101   72   82   85   92   91   88  103  100 10.170212 0.253282 SUCCESS  14
000011111   84  101   95   95   80  105   87  100  6.153682 0.630022 SUCCESS  15
000100011   81   96   91   99   93   99  108   95  4.589878 0.800375 SUCCESS  16
000100101  101   85   95  100   96   97   86   90  2.908984 0.939939 SUCCESS  17
000100111   93   89   91   93   88   88   83  101  3.457903 0.902432 SUCCESS  18
000101001   99   99  114  107   87   87   70   93 14.116078 0.078790 SUCCESS  19
000101011  105   93  104   99   81  106   91   99  6.146513 0.630824 SUCCESS  20
000101101   97   85   95  103   84   92   98   86  4.104453 0.847578 SUCCESS  21
000101111   95   96   88   79  103  111  108  101  9.237596 0.322651 SUCCESS  22
000110011  105  100   75  106  105   64   87   74 23.857340 0.002421 FAILURE  23
000110101   95  105   92   85   93   82   94   88  4.542086 0.805208 SUCCESS  24
000110111   88   82   94   94   98   79  122  101 13.649770 0.091363 SUCCESS  25
000111001   87   87   92   85   96  100  102   81  5.343617 0.720297 SUCCESS  26
000111011   87   87   87  103   87  113  102  108  9.526051 0.299877 SUCCESS  27
000111101   87   96   91   98  112  106  104  104  7.513349 0.482389 SUCCESS  28
000111111  107   91   96   87   93   97   93  102  3.176616 0.922790 SUCCESS  29
001000011   74  100   97   82  107   89   96   89  9.173760 0.327851 SUCCESS  30
001000101   83   84  101   94   86   80  100   83  8.145903 0.419349 SUCCESS  31
001000111   88   90   94   90   86  116   96   95  6.779067 0.560647 SUCCESS  32
001001011   99   87   99  115   85   84   88   98  8.439479 0.391759 SUCCESS  33
001001101   94  105   89  100   97   91   86   96  2.878944 0.941723 SUCCESS  34
001001111  101   92   83  102   79   83   88   87  7.890560 0.444233 SUCCESS  35
001010011  100  116  103   94   97   93   70   93 12.811372 0.118507 SUCCESS  36
001010101  103  109   86   93   95  101   98  110  6.978426 0.538962 SUCCESS  37
001010111  101   86   95   92   78  104  103   83  7.570698 0.476487 SUCCESS  38
