		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 94.671875	M = 48480	N = 8	m = 9	n = 387840
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
101110000   99   75   84   82   92  109  106   95 11.153691 0.193142 SUCCESS  92
101110100   96   93   88   86   87  109  106   81  7.686763 0.464650 SUCCESS  93
101111000   91  104  103   92   98   84   82   95  5.053796 0.751811 SUCCESS  94
101111100   98  104  104  100   90  100   87   97  3.582844 0.892666 SUCCESS  95
110000000   76  102   89   91   77   83   97   81 11.894459 0.155975 SUCCESS  96
110000010   94   91   87  107   89   81   91  111  7.908311 0.442478 SUCCESS  97
110000100   89  104   76   84   89   89   87   92  7.778250 0.455426 SUCCESS  98
110001000   97   87   91   95   99  115   72   81 13.226133 0.104302 SUCCESS  99
110001010   90   93   95   98   85   90   82  100  3.715636 0.881825 SUCCESS 100
110010000   76   82   97   96   86   84   81   93  9.779005 0.280881 SUCCESS 101
110010010   93  100   92   96   99  105  105   91  3.120291 0.926583 SUCCESS 102
110010100   94   94  108   88   87   87   97   87  4.424656 0.816923 SUCCESS 103
110011000   94   96   86   87   90  101   96  107  3.843990 0.870918 SUCCESS 104
110011010  119  103   91   97  108   94   95   74 14.044050 0.080624 SUCCESS 105
110100000  114   94   91   98   92   85   98   87  6.217859 0.622843 SUCCESS 106
110100010   84  110   87  107   91  110   90   91  9.213359 0.324618 SUCCESS 107
110100100   75   99  109   88   96  104  105   93  9.326351 0.315518 SUCCESS 108
110101000   97  104  105  105  112  102   79  110 12.456350 0.131974 SUCCESS 109
110101010  102   95   88  104  111   84  102   97  6.826859 0.555424 SUCCESS 110
110101100  109  108   85   71  102   96  110  102 15.085221 0.057509 SUCCESS 111
110110000   96   81   95   76   86   90   99  106  8.537110 0.382835 SUCCESS 112
110110010  107   90   99   85  102   95   83   82  6.955213 0.541473 SUCCESS 113
110110100   75  102   92   99   90   79   96   92  8.115180 0.422301 SUCCESS 114
110111000   99   81   96   83   99  105  109   95  7.367585 0.497541 SUCCESS 115
110111010   90   96   88   89   90  105  119   92  9.042334 0.338737 SUCCESS 116
110111100   94  113   89  102  113   93   85  102  9.921013 0.270614 SUCCESS 117
111000000  100   96   79   90   82   82  116   79 14.411020 0.071662 SUCCESS 118
111000010   95   84   89   98   88   92   87  102  3.511498 0.898295 SUCCESS 119
111000100   92   93   89   97   90  119   78   84 11.503252 0.174781 SUCCESS 120
111000110   98   90   94   81  105  103   89   95  4.681706 0.790991 SUCCESS 121
111001000   89   82   94  116   94   90   88  100  8.119276 0.421907 SUCCESS 122
111001010   91   93   99   98   84   92   98   83  3.434690 0.904199 SUCCESS 123
111001100   89  102   92   99   78  100   96  102  5.172933 0.738943 SUCCESS 124
111010000  100   94   91   96   92   93  107   93  2.280868 0.971168 SUCCESS 125
111010010   84   80   90   91   96  107   80   98  8.133272 0.420561 SUCCESS 126
111010100   86   89  108   91  117   82   95  101 10.899373 0.207466 SUCCESS 127
111010110   96   93   99   78  114  100  118  105 14.791644 0.063326 SUCCESS 128
111011000   91   75   99   84   91   97  113   93  9.729848 0.284501 SUCCESS 129
111011010  106   93  105  100  102   83   87  103  6.383081 0.604403 SUCCESS 130
111011100  111   94   98   86   82   96  102   93  6.250289 0.619218 SUCCESS 131
111100000  102  104  101   97   95   79  101   94  5.160303 0.740313 SUCCESS 132
111100010   90  102   86  107   84  100   98   98  5.102953 0.746518 SUCCESS 133
111100100   81   82   99  117   91  101   97  103 10.848167 0.210452 SUCCESS 134
111100110  103  101   88   96   89   96  110   88  5.124118 0.744232 SUCCESS 135
111101000   96  104   85  105   91  105  105   97  5.693860 0.681480 SUCCESS 136
111101010   75   93  101   97  126   85   95  107 18.158893 0.020066 SUCCESS 137
111101100  105   93   83   78   89   97   97  104  7.140575 0.521545 SUCCESS 138
111101110   99   93   83   88   81  122  125   95 22.458417 0.004134 FAILURE 139
111110000   97   88   97  100  105   92   93   95  2.189723 0.974636 SUCCESS 140
111110010  102   82   98   86   93  101   89   81  6.144465 0.631053 SUCCESS 141
111110100   93   89   87  100   98  104  102  103  3.750796 0.878879 SUCCESS 142
111110110  120   80   81   82  108  108   88  107 19.182654 0.013913 SUCCESS 143
111111000   92   91   85   99   92  104  100  102  3.376999 0.908523 SUCCESS 144
111111010   93  100  111   90  102  105  105  106  7.810338 0.452213 SUCCESS 145
111111100  104   87   81   92  108   97   81  101  8.192329 0.414912 SUCCESS 146
111111110  104   83   90   94  113  100   96  104  7.631462 0.470272 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 94.671875	M = 48480	N = 8	m = 9	n = 387840
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   91   91   96   90   73   98  103  102  7.148085 0.520743 SUCCESS   0
000000011   94  110   92   93   80   96   95   98  5.172933 0.738943 SUCCESS   1
000000101   90   81   92   90   84   91   87   87  5.273978 0.727932 SUCCESS   2
000000111   89  103   90   91   91   94   82  104  4.351603 0.824090 SUCCESS   3
000001001   82   81  107   87   88   87   97   83  8.775726 0.361567 SUCCESS   4
000001011   91   83   95   80   72   78   93   96 12.689162 0.123002 SUCCESS   5
000001101   95   88   91   93   86  104   92   92  2.593219 0.957242 SUCCESS   6
000001111  105   96   98   96   98  103   80   97  4.614115 0.797911 SUCCESS   7
000010001  106   76   84   84   88   89   92   97  8.673315 0.370600 SUCCESS   8
000010011   81   86  104  109   88   86   92   75 11.669498 0.166570 SUCCESS   9
000010101   90   90   94  102   94   99   86   94  2.104381 0.977643 SUCCESS  10
000010111   99   79   89   76   86   91  111  111 13.840936 0.086007 SUCCESS  11
000011001  101   91   87   85   93  100   98   85  3.733045 0.880370 SUCCESS  12
000011011   85   92   94  106   90   93   88   83  4.749979 0.783934 SUCCESS  13
000011101  101  101   98   98   96   91   72  108  8.838879 0.356070 SUCCESS  14
000011111   99   97  102   92   91   97   94   91  1.287147 0.995704 SUCCESS  15
000100011   98   89   81   88   88   86   94  103  5.070864 0.749976 SUCCESS  16
000100101  102   88   97   70   88   84  103   95 10.270574 0.246546 SUCCESS  17
000100111   77   78  101  101   98   92  103   87  8.922172 0.348904 SUCCESS  18
000101001   89   97   93  107   98   94   95   83  3.716660 0.881740 SUCCESS  19
000101011   90   85  105   95  100   89  103   88  4.332145 0.825982 SUCCESS  20
000101101  104   85   97   91   91   97   78   97  5.480847 0.705161 SUCCESS  21
000101111   81   86   88   79   97   99  107   90  8.195060 0.414652 SUCCESS  22
