		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 94.671875	M = 48480	N = 8	m = 9	n = 387840
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000000001   94   91   88   87   90   98   89   95  1.993437 0.981212 SUCCESS   0
000000011  103   98   96   79   89   94   79   78  9.656454 0.289971 SUCCESS   1
000000101   97  105   90   91   89  109   98   86  5.146648 0.741793 SUCCESS   2
000000111   95   99   97   83   88  106   93  100  3.981902 0.858753 SUCCESS   3
000001001   82   80   90  101   87   81   83  105 10.119689 0.256726 SUCCESS   4
000001011   93  101   95   84   86  107   87   76  8.646347 0.373002 SUCCESS   5
000001101  103   94  110   87   78   98   93   80  9.511372 0.301008 SUCCESS   6
000001111   96   89   88   83  106  107   93  113  9.107193 0.333334 SUCCESS   7
000010001   96   81  114  113   86   86   90  113 15.362411 0.052470 SUCCESS   8
000010011   78  101   97  108   98   76   99  118 15.552211 0.049257 SUCCESS   9
000010101   89  109  102  105   77  102   94  102  8.935486 0.347768 SUCCESS  10
000010111   90   97   97   84   84  100   96   88  3.660675 0.886368 SUCCESS  11
000011001   88   92   70  102   96   90   77   86 12.290786 0.138694 SUCCESS  12
000011011  107   91  108   96  106  100   92   86  6.378643 0.604898 SUCCESS  13
000011101   95   99   89  107  100   91  115  118 13.133623 0.107334 SUCCESS  14
000011111   91  106   77   75  121   91   88  107 19.053617 0.014576 SUCCESS  15
000100011   83   78  107   94   88   99   92  106  8.360281 0.399091 SUCCESS  16
000100101   99   90   74  102   88   94   94   98  6.314807 0.612014 SUCCESS  17
000100111   92   93  105  102   82   87   88  100  5.053796 0.751811 SUCCESS  18
000101001   86   91   98  102  115   96   91   96  6.376254 0.605164 SUCCESS  19
000101011   80  110   98   97   87  106  101  103  8.338092 0.401160 SUCCESS  20
000101101  103   98  106   80   97   94   86   98  5.638559 0.687645 SUCCESS  21
000101111   76   76  101   86   96   93   84   98 10.290714 0.245212 SUCCESS  22
000110011   73  104   79   87  101   85   88   81 13.394427 0.098980 SUCCESS  23
000110101  119  100   92   86   87  106  100  101 10.467201 0.233752 SUCCESS  24
000110111  103  100  101   95  105   98   90   94  3.035973 0.932080 SUCCESS  25
000111001   99   83   95  102   90   95  103   94  3.282782 0.915379 SUCCESS  26
000111011   98   80   85  109   98   83  110  120 16.920412 0.030949 SUCCESS  27
000111101  101   86  100   86   94  105  113   88  7.716462 0.461646 SUCCESS  28
000111111   92   92   75  104   99   83   87  104  8.620062 0.375353 SUCCESS  29
001000011  108  109  116   94   94   96   91   88  9.814848 0.278262 SUCCESS  30
001000101  101   97   92   87  107  101   80  101  6.104184 0.635563 SUCCESS  31
001000111   98   71   97   92   91  111   95  104 10.390735 0.238665 SUCCESS  32
001001011   87   90   88  105   90   92   95   98  2.971454 0.936136 SUCCESS  33
001001101   86  101   85  112  108  100   92  116 12.858481 0.116813 SUCCESS  34
